OBJECTID,CaseObjectID,AppliedDate,Fee,IssuedDate,ParcelNo,PropertyAddress,Status,Valuation,WorkDescription,BuildingUseCode,PermitNumber,PermitType,PermitSubType
9411861,47577,2025/05/15 23:37:28+00,188.6,,282335,499 W MAIN ST,OPEN,0,Gas Other,A2 - Hospitality including Restaurants and Hotels,GC-25-0015,C-GAS,C-GASOTH
9411863,47575,2025/05/15 23:03:54+00,276.43,,282335,499 W MAIN ST,OPEN,0,Electrical Other,A2 - Hospitality including Restaurants and Hotels,EC-25-0067,C-ELEC,C-ELECOTH
9411867,47571,2025/05/15 17:56:52+00,175.75,,282335,499 W MAIN ST,OPEN,0,Mechanical Other,A2 - Hospitality including Restaurants and Hotels,MC-25-0044,C-MECH,C-MECHOTH
9411870,47568,2025/05/15 03:04:25+00,211.5,,284954,317 E WATER ST # 100,OPEN,0,Change of Use Permit,B - Business,BC-25-0116,C-BLDG,C-CHNGUSE
9411875,47563,2025/05/14 22:16:38+00,135.0,,284954,317 E Water St # 100,OPEN,0,New C.O. Permit for Existing Structure,B - Business,BC-25-0115,C-BLDG,C-NEWCO
9411923,47514,2025/05/09 19:44:26+00,25.0,,E MAIN ST,104 E MAIN ST,OPEN,0,Downtown Mall Vendor,,ZA-25-0074,ZNG-ZONING,ZNG-MALLVN
9411938,47498,2025/05/08 21:41:43+00,375.0,,2ND ST NW,Downtown Mall,OPEN,0,ADC/IPP COA,,HST25-0078,HST-HSTRC,HST-COA
9411950,47486,2025/05/07 22:03:59+00,0.0,,,240 W MAIN ST UNIT 600,OPEN,0,Street Cut Permit,,EG-25-0046,EG-PWENG,EG-STREET
9411952,47484,2025/05/07 21:30:49+00,0.0,,263722,240 W MAIN ST UNIT 600,OPEN,0,Temporary Street/Sidewalk Closure,,TE-25-0176,TE-TRAFFIC,TE-STREETS
9411953,47483,2025/05/07 21:20:05+00,296.42,,285724,820 W MAIN ST,OPEN,0,Other,U - Utility and Miscellaneous,BC-25-0108,C-BLDG,C-BLDGOTH
9411968,47468,2025/05/06 18:01:16+00,100.0,,,E WATER ST,CLOSED,0,Temporary Parking Spot Closure,,TE-25-0175,TE-TRAFFIC,TE-PARKING
9411972,47464,2025/05/06 17:40:54+00,100.0,,,E WATER ST,CLOSED,0,Temporary Parking Spot Closure,,TE-25-0171,TE-TRAFFIC,TE-PARKING
9411997,47439,2025/05/02 23:01:27+00,86.5,,264665,300 E MAIN ST,OPEN,0,Electrical Other,B - Business,EC-25-0061,C-ELEC,C-ELECOTH
9412019,47417,2025/05/01 17:29:18+00,200.0,,E MAIN ST,Downtown Mall,CLOSED,0,Downtown Mall Vendor,,ZA-25-0066,ZNG-ZONING,ZNG-MALLVN
9412054,47382,2025/04/28 22:37:41+00,60.0,,247586,301 E WATER ST,CLOSED,0,Temporary Parking Spot Closure,,TE-25-0154,TE-TRAFFIC,TE-PARKING
9412073,47363,2025/04/25 22:57:42+00,275.0,,248730,509 E WATER ST,OPEN,0,Sign,,ZA-25-0061,ZNG-ZONING,ZNG-SIGN
9412074,47362,2025/04/25 22:50:10+00,286.5,,248730,509 E WATER ST,CANCELLED,0,Sign,B - Business,BC-25-0100,C-BLDG,C-SIGN
9412114,47321,2025/04/22 18:09:14+00,100.0,,,E WATER ST,CLOSED,0,Temporary Parking Spot Closure,,TE-25-0135,TE-TRAFFIC,TE-PARKING
9412130,47305,2025/04/22 16:36:20+00,204.29,,266728,300 W MAIN ST # 102,OPEN,0,Complete Furnace System,B - Business,MC-25-0036,C-MECH,C-FURNACE
9412131,47304,2025/04/22 16:33:31+00,189.91,,266728,300 W MAIN ST # 102,OPEN,0,Mini-Split System,R2 - Apartments/Fraternities and Sororities etc,MC-25-0035,C-MECH,C-MINISPLT
9412152,47283,2025/04/20 20:59:30+00,1554.5,,259552,503 W MAIN ST,OPEN,0,Interior Renovations,R3 - Residential Occupancy (Commercial Code),BC-25-0099,C-BLDG,C-INTRENO
9412153,47282,2025/04/20 20:38:40+00,1554.5,,259552,503 W MAIN ST,OPEN,0,Modify Existing Plumbing System,R3 - Residential Occupancy (Commercial Code),PC-25-0031,C-PLUMB,C-PLMBALT
9412155,47280,2025/04/19 21:39:58+00,0.0,,,111 east water st,OPEN,0,Temporary Parking Spot Closure,,TE-25-0128,TE-TRAFFIC,TE-PARKING
9412156,47279,2025/04/19 17:34:07+00,100.0,,255240,1223 W MAIN ST,CLOSED,0,Temporary Parking Spot Closure,,TE-25-0127,TE-TRAFFIC,TE-PARKING
9412199,47236,2025/04/16 00:42:18+00,0.0,,264665,300 E MAIN ST,CLOSED,0,Other,,ER-25-0178,R-ELEC,R-ELECOTH
9412227,47207,2025/04/11 23:51:50+00,200.0,,E MAIN ST,E MAIN ST,CLOSED,0,Downtown Mall Vendor,,ZA-25-0051,ZNG-ZONING,ZNG-MALLVN
9412267,47166,2025/04/08 23:08:32+00,40.0,,248778,123 E MAIN ST,CLOSED,0,Temporary Parking Spot Closure,,TE-25-0109,TE-TRAFFIC,TE-PARKING
9412268,47165,2025/04/08 22:54:54+00,120.0,,248778,123 E MAIN ST,CLOSED,0,Temporary Parking Spot Closure,,TE-25-0108,TE-TRAFFIC,TE-PARKING
9412288,47144,2025/04/07 20:53:58+00,0.0,,246594,853 W MAIN ST UNIT 407,CANCELLED,0,Bond Release/Reduction,,PL-25-0056,PL-PLANNG,PL-BOND
9412290,47142,2025/04/07 17:13:11+00,1258.19,,262718,208 E MAIN ST,OPEN,0,Roof Replacement,M - Retail,BC-25-0089,C-BLDG,C-ROOF
9412366,47066,2025/03/31 21:24:24+00,0.0,,242706,111 E WATER ST,CLOSED,0,Temporary Parking Spot Closure,,TE-25-0096,TE-TRAFFIC,TE-PARKING
9412374,47058,2025/03/31 18:40:24+00,0.0,,,W MAIN ST,OPEN,0,Temporary Parking Spot Closure,,TE-25-0095,TE-TRAFFIC,TE-PARKING
9412380,47052,2025/03/29 00:33:42+00,250.0,,,300 West Main St,OPEN,0,Temporary Street/Sidewalk Closure,,TE-25-0092,TE-TRAFFIC,TE-STREETS
9412381,47051,2025/03/29 00:23:47+00,200.0,,E MAIN ST,221 E MAIN ST,CLOSED,0,Downtown Mall Vendor,,ZA-25-0044,ZNG-ZONING,ZNG-MALLVN
9412389,47043,2025/03/28 20:21:33+00,100.0,,243928,812 W MAIN ST,CLOSED,0,ADC/IPP COA,,HST25-0071,HST-HSTRC,HST-COA
9412407,47025,2025/03/28 17:05:00+00,0.0,,246700,853 W MAIN ST UNIT 407,OPEN,0,Bond Release/Reduction,,PL-25-0052,PL-PLANNG,PL-BOND
9412444,46986,2025/03/25 21:24:08+00,1525.0,,260097,820 W MAIN ST,OPEN,0,Addition,A2 - Hospitality including Restaurants and Hotels,BC-25-0075,C-BLDG,C-ADD
9412448,46982,2025/03/25 16:42:49+00,40.0,,243168,417 E MAIN ST,CLOSED,0,Temporary Parking Spot Closure,,TE-25-0080,TE-TRAFFIC,TE-PARKING
9412474,46955,2025/03/21 20:29:46+00,114.7,,256571,499 W MAIN ST,OPEN,0,Fire Suppression System,B - Business,F-25-0024,F-FIRE,F-SUPRESS
9412554,46873,2025/03/18 19:52:25+00,20.0,,240522,201 W MAIN ST,CLOSED,0,Temporary Parking Spot Closure,,TE-25-0064,TE-TRAFFIC,TE-PARKING
9412632,46791,2025/03/12 07:27:26+00,0.0,,193407,115 W MAIN ST,CLOSED,0,Permit Parking Request,,TE-25-0053,TE-TRAFFIC,TE-PPREQ
9412662,46761,2025/03/08 02:26:43+00,173.0,,217063,310 E MAIN ST,OPEN,0,Asbestos Abatement,B - Business,BC-25-0059,C-BLDG,C-ASBEST
9412677,46746,2025/03/07 00:37:54+00,0.0,,E MAIN ST,E MAIN ST,CLOSED,0,Vehicular Access to Mall,,TE-25-0051,TE-TRAFFIC,TE-MALL
9412719,46703,2025/03/04 19:24:34+00,0.0,,E MAIN ST,E MAIN ST,CLOSED,0,Vehicular Access to Mall,,TE-25-0045,TE-TRAFFIC,TE-MALL
9412764,46657,2025/02/26 22:02:15+00,115.06,,202821,422 E MAIN ST,CLOSED,0,Deck,A2 - Hospitality including Restaurants and Hotels,BC-25-0057,C-BLDG,C-DECK
9412795,46626,2025/02/24 01:35:47+00,75.0,,207438,317 E WATER ST # 200,OPEN,0,Sign,,ZA-25-0027,ZNG-ZONING,ZNG-SIGN
9412810,46610,2025/02/21 18:53:07+00,140.05,,138483,321 E MAIN ST STE 300,OPEN,0,Plumbing Other,B - Business,PC-25-0013,C-PLUMB,C-PLMBOTH
9412843,46577,2025/02/18 03:01:42+00,162.98,,138483,321 E MAIN ST STE 300,OPEN,0,Fire Sprinkler Permit,B - Business,F-25-0019,F-FIRE,F-SPRINKLR
9412851,46569,2025/02/15 00:41:12+00,50.0,,195992,852 W MAIN ST APT STE 110,OPEN,0,Occupant Load,A2 - Hospitality including Restaurants and Hotels,BC-25-0049,C-BLDG,B-OCCLOAD
9412871,46549,2025/02/12 23:43:20+00,0.0,,215878,915 W MAIN ST,CLOSED,0,Temporary Street/Sidewalk Closure,,TE-25-0025,TE-TRAFFIC,TE-STREETS
9412873,46547,2025/02/12 21:02:33+00,0.0,,215878,915 W MAIN ST,CANCELLED,0,Temporary Street/Sidewalk Closure,,TE-25-0024,TE-TRAFFIC,TE-STREETS
9412883,46537,2025/02/11 18:43:20+00,382.1,,193073,321 E MAIN ST STE 300,OPEN,0,Modify Electrical Wiring System,B - Business,EC-25-0027,C-ELEC,C-ELECALT
9412955,46465,2025/02/03 23:26:13+00,100.0,,,422 E MAIN ST,CLOSED,0,Design Review Inquiries,,HST25-0062,HST-HSTRC,HST-DESGN
9412956,46464,2025/02/03 22:13:41+00,150.76,,191373,417 E MAIN ST,OPEN,0,Interior Renovations,A2 - Hospitality including Restaurants and Hotels,BC-25-0032,C-BLDG,C-INTRENO
9412969,46451,2025/02/01 00:03:56+00,10.0,,,240 W MAIN ST,CLOSED,0,Temporary Street/Sidewalk Closure,,TE-25-0014,TE-TRAFFIC,TE-STREETS
9413000,46414,2025/01/30 03:20:39+00,0.0,,,200 West Main Street,OPEN,0,ADC/IPP COA,,HST25-0061,HST-HSTRC,HST-COA
9413002,46412,2025/01/30 02:53:57+00,375.0,,214442,200 West Main Street,OPEN,0,ADC/IPP COA,,HST25-0060,HST-HSTRC,HST-COA
9413015,46394,2025/01/29 02:30:37+00,1800.0,,214442,200 West Main Street,OPEN,0,Special Exception Permit,,PL-25-0020,PL-PLANNG,PL-SPECEXC
9413074,46333,2025/01/21 20:19:04+00,75.0,,196996,123 E MAIN ST,CLOSED,0,Sign,,ZA-25-0006,ZNG-ZONING,ZNG-SIGN
9413134,46273,2025/01/16 21:19:03+00,100.0,,209229,605 E MAIN ST,CLOSED,0,ADC/IPP COA,,HST25-0056,HST-HSTRC,HST-COA
9413148,46259,2025/01/15 19:23:09+00,99.35,,193231,319 E MAIN ST,OPEN,0,Fire Suppression System,A2 - Hospitality including Restaurants and Hotels,F-25-0008,F-FIRE,F-SUPRESS
9413180,46227,2025/01/11 02:11:02+00,10836.5,,150577,310 E MAIN ST,OPEN,0,Interior Renovations,B - Business,BC-25-0009,C-BLDG,C-INTRENO
9413182,46225,2025/01/10 23:07:44+00,200.0,,E MAIN ST,E MAIN ST,CLOSED,0,Downtown Mall Vendor,,ZA-25-0002,ZNG-ZONING,ZNG-MALLVN
9413185,46222,2025/01/10 22:21:34+00,175.75,,212767,321 W MAIN ST,CLOSED,0,Gas Other,B - Business,GC-25-0002,C-GAS,C-GASOTH
9413190,46217,2025/01/10 19:39:39+00,125.0,,138483,321 E MAIN ST STE 300,CLOSED,0,ADC/IPP COA,,HST25-0054,HST-HSTRC,HST-COA
9413235,46168,2025/01/07 18:02:59+00,100.0,,150336,499 W MAIN ST,OPEN,0,Development Plan Review - Minor,,PL-25-0001,PL-PLANNG,PL-DEVPLMI
9413260,46143,2025/01/03 18:09:14+00,125.0,,150336,499 W MAIN ST,CLOSED,0,ADC/IPP COA,,HST25-0052,HST-HSTRC,HST-COA
9413270,46133,2025/01/02 21:53:45+00,789.8,,150336,499 W MAIN ST,OPEN,0,Addition,A2 - Hospitality including Restaurants and Hotels,BC-25-0002,C-BLDG,C-ADD
9413273,46130,2025/01/02 18:38:46+00,310.7,,150336,499 W MAIN ST,OPEN,0,Interior Renovations,A2 - Hospitality including Restaurants and Hotels,BC-25-0001,C-BLDG,C-INTRENO
9413274,46129,2024/12/31 22:59:17+00,129.34,,154772,605 E MAIN ST,OPEN,0,Electrical Other,B - Business,EC-24-0133,C-ELEC,C-ELECOTH
9413292,46111,2024/12/28 00:37:10+00,25.0,,E MAIN ST,DOWNTOWN MALL,CLOSED,0,Downtown Mall Vendor,,ZA-24-0289,ZNG-ZONING,ZNG-MALLVN
9413372,46023,2024/12/16 20:00:24+00,75.0,,143937,400 E MAIN ST,CLOSED,0,Sign,,ZA-24-0285,ZNG-ZONING,ZNG-SIGN
9413384,46011,2024/12/13 20:59:53+00,229.33,2025/01/14 01:56:56+00,150336,499 W MAIN ST,CLOSED,0,Modify Gas System - Two or More Applianc,A2 - Hospitality including Restaurants and Hotels,GC-24-0018,C-GAS,C-GASALT
9413396,45999,2024/12/12 20:30:36+00,572.03,2024/12/13 23:58:52+00,143725,534 E MAIN ST UNIT D,ISSUE,0,Roof Replacement,B - Business,BC-24-0172,C-BLDG,C-ROOF
9413397,45998,2024/12/12 19:29:23+00,0.0,,150336,499 W MAIN ST,CANCELLED,0,Addition,A2 - Hospitality including Restaurants and Hotels,BC-24-0170,C-BLDG,C-ADD
9413400,45994,2024/12/11 21:25:45+00,3850.0,,E WATER ST,E WATER ST,CLOSED,0,Temporary Street/Sidewalk Closure,,TE-24-0149,TE-TRAFFIC,TE-STREETS
9413410,45984,2024/12/10 21:38:57+00,150.0,,141478,852 W MAIN ST,CLOSED,0,Zoning Compliance Request,,ZA-24-0281,ZNG-ZONING,ZNG-COMPLN
9413418,45975,2024/12/10 00:41:00+00,50.0,,136319,111 E WATER ST,CLOSED,0,Temporary Street/Sidewalk Closure,,TE-24-0148,TE-TRAFFIC,TE-STREETS
9413439,45953,2024/12/06 20:48:45+00,45.0,2024/12/06 22:35:46+00,151652,700 E MAIN ST,ISSUE,0,Amusement Device,,BC-24-0167,C-BLDG,C-AMUSEDVC
9413441,45951,2024/12/06 19:30:06+00,3240.0,,,500 W MAIN ST,CLOSED,0,Temporary Parking Spot Closure,,TE-24-0147,TE-TRAFFIC,TE-PARKING
9413442,45950,2024/12/06 02:49:14+00,4128.5,2025/01/07 04:17:16+00,138483,321 E MAIN ST STE 300,OPEN,0,Tenant Upfit,B - Business,BC-24-0166,C-BLDG,C-TENUP
9413473,45918,2024/12/03 20:07:09+00,50.0,2024/12/17 18:09:56+00,146293,425 E MAIN ST,ISSUE,0,Occupant Load,A2 - Hospitality including Restaurants and Hotels,BC-24-0162,C-BLDG,B-OCCLOAD
9413511,45880,2024/11/25 20:24:45+00,90.0,,137119,100 E MAIN ST,CLOSED,0,Temporary Parking Spot Closure,,TE-24-0142,TE-TRAFFIC,TE-PARKING
9413587,45804,2024/11/11 23:35:58+00,60.0,2024/11/12 19:59:27+00,,"420 W Main St, Charlottesville, VA 22903",ISSUE,0,Street Cut Permit,,EG-24-0052,EG-PWENG,EG-STREET
9413653,45737,2024/11/01 21:18:53+00,1000.0,,167964,1309 W MAIN ST,CLOSED,0,Temporary Street/Sidewalk Closure,,TE-24-0137,TE-TRAFFIC,TE-STREETS
9413663,45727,2024/10/31 16:19:36+00,86.5,2024/11/07 22:58:47+00,196028,852 W MAIN ST,CLOSED,0,Fire Sprinkler Permit,R2/S2 - Apartments/Fraternities/Sororities/Garage,F-24-0056,F-FIRE,F-SPRINKLR
9413667,45723,2024/10/30 22:39:33+00,382.1,2024/10/30 22:45:07+00,290012000,416-418 W MAIN ST,CLOSED,0,Ductwork Only - New or Modify,B - Business,MC-24-0054,C-MECH,C-DUCTWORK
9413677,45712,2024/10/29 23:08:26+00,125.0,,141566,301 E MAIN ST,CLOSED,0,ADC/IPP COA,,HST24-0041,HST-HSTRC,HST-COA
9413707,45681,2024/10/25 19:06:41+00,959.73,2024/12/03 19:14:49+00,310166000,915 W MAIN ST,ISSUE,0,Mechanical System Other,A2 - Hospitality including Restaurants and Hotels,MC-24-0053,C-MECH,C-MSYSOTH
9413720,45667,2024/10/24 20:39:01+00,112.15,2024/11/06 20:13:09+00,139313,625 W MAIN ST,ISSUE,0,Fire Suppression System,A2 - Hospitality including Restaurants and Hotels,F-24-0055,F-FIRE,F-SUPRESS
9413732,45655,2024/10/23 19:14:27+00,568.46,2024/11/14 20:41:16+00,310166000,915 W MAIN ST,ISSUE,0,Modify Electrical Wiring System,,EC-24-0110,C-ELEC,C-ELECALT
9413737,45648,2024/10/22 21:00:38+00,122.2,2024/10/22 21:01:57+00,136348,221 E MAIN ST,ISSUE,0,Service Change,A2 - Hospitality including Restaurants and Hotels,EC-24-0108,C-ELEC,C-ELECCHNG
9413830,45551,2024/10/09 23:56:01+00,150.0,,150336,499 W MAIN ST,CANCELLED,0,Stop Work Order,A2 - Hospitality including Restaurants and Hotels,ST-24-0036,B-STOPWRK,STOPWORK
9413848,45533,2024/10/08 19:59:45+00,200.0,,E MAIN ST,E MAIN ST,CLOSED,0,Downtown Mall Vendor,,ZA-24-0261,ZNG-ZONING,ZNG-MALLVN
9413870,45511,2024/10/07 17:34:47+00,115.06,2024/10/07 18:16:48+00,158173,719 W MAIN ST,OPEN,0,Fire Suppression System,A2 - Hospitality including Restaurants and Hotels,F-24-0048,F-FIRE,F-SUPRESS
9413871,45510,2024/10/07 17:27:31+00,157.9,2024/10/29 00:28:07+00,158173,719 W MAIN ST,CLOSED,0,Kitchen Hood Type I,A2 - Hospitality including Restaurants and Hotels,MC-24-0052,C-MECH,C-KITCHHD
9413969,45409,2024/09/24 18:22:15+00,630.0,,143421,801 W MAIN ST # 4,CLOSED,0,Temporary Street/Sidewalk Closure,,TE-24-0119,TE-TRAFFIC,TE-STREETS
9414082,45292,2024/09/06 19:32:17+00,140.05,2024/10/01 17:43:02+00,290012000,416-418 W MAIN ST,CLOSED,0,Plumbing Other,B - Business,PC-24-0051,C-PLUMB,C-PLMBOTH
9414094,45280,2024/09/05 21:43:11+00,137.91,2024/10/01 17:44:23+00,290012000,416-418 W MAIN ST,CLOSED,0,Electrical Other,B - Business,EC-24-0091,C-ELEC,C-ELECOTH
9414096,45278,2024/09/05 19:04:39+00,205.43,2024/09/16 19:07:23+00,158718,"410 W Main Street Charlottesville, VA 22903",ISSUE,0,Single Appliance - Change Out,A2 - Hospitality including Restaurants and Hotels,MC-24-0046,C-MECH,C-MECHCO
9414123,45250,2024/09/03 17:25:00+00,125.0,,143937,400 E MAIN ST,CLOSED,0,Sign,,ZA-24-0250,ZNG-ZONING,ZNG-SIGN
9414139,45234,2024/08/29 22:48:28+00,125.0,,139127,1309 W MAIN ST,CLOSED,0,ADC/IPP COA,,HST24-0030,HST-HSTRC,HST-COA
9414155,45218,2024/08/27 22:02:32+00,186.81,2024/09/03 18:41:09+00,145889,212 E MAIN ST,ISSUE,0,Single Appliance - Change Out,,MC-24-0043,C-MECH,C-MECHCO
9414158,45215,2024/08/27 18:44:16+00,75.0,,158206,119 West Main Street,CLOSED,0,Sign,,ZA-24-0249,ZNG-ZONING,ZNG-SIGN
9414179,45192,2024/08/23 23:56:49+00,1875.8,2024/10/10 17:38:13+00,139127,1309 W MAIN ST,ISSUE,0,Other,A2 - Hospitality including Restaurants and Hotels,BC-24-0108,C-BLDG,C-BLDGOTH
9414208,45162,2024/08/19 21:11:19+00,111.49,2024/10/21 20:45:44+00,142418,1106 WEST MAIN ST,CLOSED,0,Fire Alarm System,R1 - Hotels Motels and Boarding Houses,F-24-0042,F-FIRE,F-ALARM
9414211,45159,2024/08/19 19:24:46+00,75.0,,150336,499 W MAIN ST,CLOSED,0,Sign,,ZA-24-0246,ZNG-ZONING,ZNG-SIGN
9414216,45154,2024/08/19 01:57:35+00,2447.0,2024/10/14 20:32:45+00,138331,310 E MAIN ST,ISSUE,0,Interior Renovations,B - Business,BC-24-0112,C-BLDG,C-INTRENO
9414227,45143,2024/08/15 20:39:49+00,10.0,,W MAIN ST,240 W MAIN ST,CLOSED,0,Temporary Street/Sidewalk Closure,,TE-24-0104,TE-TRAFFIC,TE-STREETS
9414229,45141,2024/08/15 18:35:01+00,337.43,2024/08/28 23:26:10+00,137025,852 W MAIN ST APT 331,ISSUE,0,Fire Protection System Permit,R2/B - Apartments/Fraternities/Sororities/Business,F-24-0041,F-FIRE,F-FIREPRTC
9414269,45101,2024/08/09 23:02:36+00,75.0,,159746,207 W MAIN ST,CLOSED,0,Sign,,ZA-24-0243,ZNG-ZONING,ZNG-SIGN
9414271,45099,2024/08/09 22:18:43+00,207.7,2024/08/22 19:21:49+00,290012000,416-418 W MAIN ST,CLOSED,0,Fire Sprinkler Permit,B - Business,F-24-0040,F-FIRE,F-SPRINKLR
9414306,45059,2024/08/02 23:44:49+00,125.0,,148657,316 E MAIN ST,CLOSED,0,ADC/IPP COA,,HST24-0025,HST-HSTRC,HST-COA
9414361,45000,2024/07/29 23:05:56+00,120.0,,E WATER ST,320 E WATER ST,CLOSED,0,Temporary Parking Spot Closure,,TE-24-0088,TE-TRAFFIC,TE-PARKING
9414377,44984,2024/07/26 18:05:05+00,5700.0,,W MAIN ST,100 E MAIN ST,CLOSED,0,Temporary Parking Spot Closure,,TE-24-0087,TE-TRAFFIC,TE-PARKING
9414386,44975,2024/07/25 20:12:05+00,25.0,,E MAIN ST,E MAIN ST,CLOSED,0,Downtown Mall Vendor,,ZA-24-0233,ZNG-ZONING,ZNG-MALLVN
9414388,44973,2024/07/25 19:19:31+00,353.03,2024/08/27 21:38:49+00,152969,416 W MAIN ST UNIT A,CLOSED,0,Complete Heat Pump System,B - Business,MC-24-0039,C-MECH,C-HEATPUMP
9414408,44953,2024/07/23 19:10:06+00,400.0,,E MAIN ST,E MAIN ST,CLOSED,0,Downtown Mall Vendor,,ZA-24-0231,ZNG-ZONING,ZNG-MALLVN
9414451,44909,2024/07/17 23:35:18+00,1800.0,,144610,113 W MAIN ST # 205,OPEN,0,Special Exception Permit,,PL-24-0074,PL-PLANNG,PL-SPECEXC
9414452,44908,2024/07/17 23:20:18+00,100.0,,144610,113 W MAIN ST # 205,OPEN,0,Development Plan Review - Minor,,PL-24-0073,PL-PLANNG,PL-DEVPLMI
9414478,44881,2024/07/15 23:37:19+00,175.21,,161652,915 W MAIN ST,OPEN,0,Modify Gas System - Two or More Applianc,A2 - Hospitality including Restaurants and Hotels,GC-24-0010,C-GAS,C-GASALT
9414479,44880,2024/07/15 23:27:04+00,854.6,2024/08/05 22:02:51+00,161652,915 W MAIN ST,ISSUE,0,Modify Existing Plumbing System,A2 - Hospitality including Restaurants and Hotels,PC-24-0043,C-PLUMB,C-PLMBALT
9414493,44866,2024/07/12 19:31:30+00,225.02,2024/08/05 22:22:28+00,158888,"320 East Main Street STE B, Charlottesville, VA 22902",ISSUE,0,Mechanical Other,B - Business,MC-24-0037,C-MECH,C-MECHOTH
9414517,44841,2024/07/09 19:41:59+00,240.0,,144519,201 W MAIN ST,CLOSED,0,Temporary Parking Spot Closure,,TE-24-0078,TE-TRAFFIC,TE-PARKING
9414548,44809,2024/07/03 19:04:02+00,239.3,2024/07/30 23:51:40+00,141478,"852 West Main Street, Charlottesville",ISSUE,0,Plumbing Other,R2 - Apartments/Fraternities and Sororities etc,PC-24-0040,C-PLUMB,C-PLMBOTH
9414561,44796,2024/07/01 19:46:33+00,50.0,,E WATER ST,100 E WATER ST,CLOSED,0,Temporary Parking Spot Closure,,TE-24-0076,TE-TRAFFIC,TE-PARKING
9414563,44794,2024/07/01 19:20:06+00,25.0,,E MAIN ST,200 BLOCK E MAIN,CLOSED,0,Downtown Mall Vendor,,ZA-24-0215,ZNG-ZONING,ZNG-MALLVN
9414589,44768,2024/06/26 22:16:41+00,75.0,,150672,416 W MAIN ST UNIT C,CLOSED,0,Sign,,ZA-24-0213,ZNG-ZONING,ZNG-SIGN
9414671,44686,2024/06/17 16:48:18+00,193.6,2024/06/20 23:40:03+00,141472,852 W MAIN ST STE 100,CLOSED,0,Plumbing Other,R2/B - Apartments/Fraternities/Sororities/Business,PC-24-0036,C-PLUMB,C-PLMBOTH
9414704,44653,2024/06/11 18:14:55+00,40.0,,W WATER ST,300 E WATER ST,CLOSED,0,Temporary Street/Sidewalk Closure,,TE-24-0068,TE-TRAFFIC,TE-STREETS
9414750,44604,2024/06/04 16:37:05+00,360.0,,W WATER ST,100 E WATER ST,CLOSED,0,Temporary Parking Spot Closure,,TE-24-0060,TE-TRAFFIC,TE-PARKING
9414751,44603,2024/06/04 16:34:16+00,140.0,,10TH ST NE,100 E WATER ST,CLOSED,0,Temporary Parking Spot Closure,,TE-24-0059,TE-TRAFFIC,TE-PARKING
9414786,44567,2024/05/30 18:17:54+00,200.0,,E MAIN ST,E MAIN ST,CLOSED,0,Downtown Mall Vendor,,ZA-24-0189,ZNG-ZONING,ZNG-MALLVN
9414811,44541,2024/05/28 21:17:22+00,125.0,,154955,215 E MAIN ST,CLOSED,0,Historic Conservation COA,,HST24-0019,HST-HSTRC,HST-CONCOA
9414815,44537,2024/05/28 19:00:59+00,25.0,,E MAIN ST,E MAIN ST,CLOSED,0,Downtown Mall Vendor,,ZA-24-0188,ZNG-ZONING,ZNG-MALLVN
9414872,44479,2024/05/20 18:00:02+00,186.46,2024/06/13 20:19:05+00,137566,524 E MAIN ST # 1,CLOSED,0,Mechanical System Other,B - Business,MC-24-0024,C-MECH,C-MSYSOTH
9414874,44477,2024/05/19 17:38:03+00,115.06,2024/07/17 20:14:10+00,118278,701 E WATER ST,ISSUE,0,Electrical Other,,EC-24-0055,C-ELEC,C-ELECOTH
9414899,44451,2024/05/15 22:32:01+00,424.44,2024/06/13 19:57:53+00,138483,321 E MAIN ST STE 300,CLOSED,0,Fire Sprinkler Permit,B - Business,F-24-0029,F-FIRE,F-SPRINKLR
9414929,44420,2024/05/09 22:39:05+00,200.0,,E MAIN ST,E MAIN ST,EXPIRED,0,Downtown Mall Vendor,,ZA-24-0178,ZNG-ZONING,ZNG-MALLVN
9414936,44413,2024/05/08 23:44:53+00,603.48,2024/08/27 17:05:53+00,147274,411 E MAIN ST,CLOSED,0,Electrical Other,B - Business,EC-24-0052,C-ELEC,C-ELECOTH
9414940,44409,2024/05/08 20:30:13+00,231.3,2024/05/10 23:58:25+00,147274,411 E MAIN ST,CLOSED,0,Mechanical Other,B - Business,MC-24-0021,C-MECH,C-MECHOTH
9414942,44407,2024/05/08 18:04:15+00,125.06,2024/05/13 18:06:23+00,144432,701 E WATER ST,CLOSED,0,Electrical Other,,EC-24-0051,C-ELEC,C-ELECOTH
9414948,44401,2024/05/07 22:15:15+00,75.0,,147661,913 W MAIN ST,CLOSED,0,Sign,,ZA-24-0177,ZNG-ZONING,ZNG-SIGN
9414949,44400,2024/05/07 21:17:53+00,25.0,,E MAIN ST,E MAIN ST,CLOSED,0,Downtown Mall Vendor,,ZA-24-0176,ZNG-ZONING,ZNG-MALLVN
9414951,44398,2024/05/07 18:24:54+00,25.0,,E MAIN ST,E MAIN ST,CLOSED,0,Downtown Mall Vendor,,ZA-24-0175,ZNG-ZONING,ZNG-MALLVN
9414956,44393,2024/05/06 17:29:42+00,125.0,,159782,113 W MAIN ST,CLOSED,0,ADC/IPP COA,,HST24-0017,HST-HSTRC,HST-COA
9414979,44370,2024/05/02 18:14:17+00,239.3,2024/05/17 19:14:28+00,121134,411 E MAIN ST,CLOSED,0,Modify Existing Plumbing System,B - Business,PC-24-0026,C-PLUMB,C-PLMBALT
